"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
678,650333,"Arraez, Luis",1638,41.4,0.285,0.12,0.276,0.405,0.295,0.276,0.283,102,358,86.4,13.7,2284,89.7,89.66,29,678,0,0,6.42,115,148,111,150,273,312,300,"14.006","-14.006","62.6","5.9",361,354,75,17,4,6,7,1.9,0,0,2.26468,0.64364,0.3431,-0.10659,"89.8",170,16.193181818181817,1.1363636363636365,1.10803324099723,5.68,-0.69,-0.07,2.32,0.283,4,"-2.065781711",0.28,0.364,"2.065781711",0.002,0.002999999999999947,0.041,0.019,4.3,"35.4",5.762488880230021,4.554260979361621,37.38687577327394,0.4026548672566372,35.15775828163709,31.730121805247336
722,686469,"Pasquantino, Vinnie",1683,42.9,0.285,0.201,0.281,0.486,0.329,0.34,0.292,101,354,91.2,17.1,2244,89.7,89.98,121,722,0,0.29999999999999716,6.46,116,144,124,150,298,325,305,"0.397","-0.397","72.8","7.4",355,313,67,15,1,18,42,11.8,0,0,2.30445,0.56676,0.42427,-0.16889,"93.5",165,44.08945686900959,9.904153354632587,8.732394366197182,5.8,-0.92,0,2.39,0.285,31,"-0.05498615",0.292,0.511,"0.05498615",-0.007,-0.007000000000000006,-0.025,-0.011,16.8,"38.7",9.769476365640347,-9.301912372122338,29.443348594765723,0.5457063711911357,40.05282330042448,32.50107962411329
390,676059,"Westburg, Jordan",900,43.3,0.284,0.254,0.289,0.538,0.349,0.331,0.272,48,169,91.2,16.3,2239,90.3,90.68,103,390,0,0.4000000000000057,6.53,108,151,122,146,306,324,295,"-1.032","1.032","71.0","6.7",169,139,28,8,1,11,30,17.8,0,0,2.04697,0.79028,0.44411,0.21496,"91.9",167,43.884892086330936,12.23021582733813,10.059171597633137,5.81,-0.49,-0.05,2.51,0.284,17,"0.264615385",0.272,0.512,"-0.264615385",0.012,0.011999999999999955,0.026,0.018,26.4,"39.6",10.22677341079044,-0.542645677637303,30.042768819066843,0.6153846153846154,40.580329779053045,30.842154367268485
612,650402,"Torres, Gleyber",1697,36.1,0.284,0.154,0.283,0.439,0.306,0.362,0.313,81,285,91,15.6,2247,90.2,90.59,112,612,0,0.3999999999999915,6.5,109,152,123,147,304,326,292,"13.636","-13.636","70.3","7.2",289,261,57,14,0,10,28,9.7,0,0,2.0748,0.76034,0.40283,0.12358,"92.0",187,42.5287356321839,9.961685823754788,8.996539792387544,5.74,-0.81,0.07,2.42,0.28,26,"-2.228104575",0.311,0.545,"2.228104575",-0.029,-0.030999999999999972,-0.106,-0.056,18.3,"38.1",9.33574066539215,3.6608589863786074,33.99808262963809,0.5702614379084967,35.749402446946256,30.511336801833277
867,663728,"Raleigh, Cal",1898,45.7,0.284,0.403,0.247,0.687,0.403,0.379,0.274,95,335,92.7,26.9,2246,89.8,89.96,241,867,0,0.20000000000000284,6.41,115,147,128,150,298,325,298,"-8.282","8.282","75.2","7.9",338,263,40,15,0,40,75,22.2,0,0,2.21626,0.65916,0.39289,-0.39289,"93.8",188,51.33079847908745,19.771863117870723,15.384615384615385,5.76,-0.74,-0.08,2.5,0.281,52,"0.955247982",0.273,0.64,"-0.955247982",0.01,0.008000000000000007,0.047,0.024,27.8,"37.8",17.8235936153349,-8.441340574535541,33.95786892621897,0.45674740484429066,34.89313020041436,35.993103298383204
320,672761,"Pérez, Wenceel",714,44.8,0.284,0.243,0.297,0.527,0.341,0.335,0.292,42,148,90.2,20.1,2226,89.4,89.82,81,320,0,0.3999999999999915,6.51,112,146,116,149,295,324,294,"2.409","-2.409","70.9","7.0",149,125,23,9,3,7,24,16.1,0,0,2.28912,0.61079,0.32166,-0.31453,"92.2",177,41.6,11.200000000000001,9.395973154362416,5.64,-0.93,0.06,2.29,0.282,14,"-0.7528125",0.29,0.502,"0.7528125",-0.008,-0.008000000000000007,0.025,0.006,25.3,"35.6",8.377746805541232,-4.486379243376821,30.073668899198598,0.5375,32.65914861831567,28.755807272225628
436,605170,"Caratini, Victor",1007,43.3,0.284,0.182,0.277,0.467,0.316,0.319,0.276,64,225,88.9,13.9,2228,90.5,90.49,76,436,0,0,6.42,115,147,126,151,289,324,296,"6.725","-6.725","72.1","7.0",229,205,43,11,0,10,24,10.5,0,0,2.18945,0.6461,0.48752,-0.48752,"92.5",151,40.487804878048784,8.780487804878048,7.860262008733625,5.74,-1.33,-0.09,2.39,0.279,18,"-1.542431193",0.278,0.464,"1.542431193",0.008,0.0010000000000000009,0.003,-0.003,17.4,"35.6",10.564541379861318,-3.2882017669628567,34.5788772358168,0.6100917431192661,34.53216518179838,36.930370488724634
711,607043,"Nimmo, Brandon",1717,41.4,0.283,0.224,0.282,0.506,0.333,0.334,0.288,91,322,92,14.5,2305,89.9,90.04,147,711,0,0.09999999999999432,6.44,118,147,115,151,293,323,303,"8.52","-8.52","71.7","7.2",325,277,55,18,0,18,48,14.8,0,0,2.25892,0.606,0.33425,-0.1522,"92.7",163,50.54151624548736,10.108303249097473,8.615384615384615,5.73,-0.61,0.1,2.48,0.28,28,"-1.198312236",0.286,0.505,"1.198312236",-0.005,-0.00599999999999995,0.001,-0.001,20.7,"37.0",6.709147139720266,1.7462254350120952,29.1325530567542,0.4880450070323488,38.84379665694995,26.812281674695882
393,643289,"Dubón, Mauricio",841,46.7,0.283,0.161,0.278,0.444,0.31,0.281,0.276,58,205,85.2,13.7,2320,89.7,89.65,55,393,0,-0.10000000000000853,6.42,107,150,110,147,296,320,286,"7.329","-7.329","68.5","7.5",206,193,37,15,0,6,13,6.3,0,0,2.2727,0.65195,0.33149,0.13098,"90.7",160,28.497409326424872,1.5544041450777202,1.4563106796116505,5.78,-0.91,0,2.46,0.282,3,"-1.864885496",0.275,0.379,"1.864885496",0.007,0.006999999999999951,0.065,0.029,14,"37.3",4.928958883978432,1.3638971972809948,30.1157413826133,0.4223918575063613,36.7750285914151,26.85836878179684
425,691023,"Walker, Jordan",983,43.2,0.282,0.116,0.35,0.398,0.291,0.304,0.263,51,181,92.9,10,2285,89,89.23,135,425,0,0.20000000000000284,6.42,108,151,123,146,307,323,295,"9.78","-9.78","77.9","8.2",182,140,37,10,1,3,42,23.1,0,0,2.41447,0.50193,0.28524,0.00241,"93.2",143,50.71428571428571,10,7.6923076923076925,5.79,-0.94,-0.03,2.52,0.28,14,"-2.301176471",0.263,0.45,"2.301176471",0.019,0.017000000000000015,-0.052,-0.013,31.8,"38.1",5.922527285147704,-6.288893676203596,31.97201870834708,0.4541176470588235,38.577828214172584,31.41856653147337
719,575929,"Contreras, Willson",1656,43.4,0.282,0.221,0.311,0.503,0.332,0.382,0.311,88,312,91.3,12.3,2298,89.5,89.69,191,719,0,0.20000000000000284,6.47,106,151,123,147,307,324,295,"10.717","-10.717","76.4","8.0",314,252,47,27,0,14,62,19.7,0,0,2.33672,0.55045,0.31103,0.09215,"93.0",164,51.19047619047619,15.476190476190476,12.420382165605096,5.74,-0.92,0.15,2.26,0.28,39,"-1.49054242",0.31,0.6,"1.49054242",-0.029,-0.02999999999999997,-0.097,-0.05,26.6,"37.3",9.4214220388963,-1.645625088362129,32.928009687417074,0.4965229485396384,40.12134987804067,28.346260765372502
442,669016,"Marsh, Brandon",1060,41.7,0.282,0.129,0.327,0.411,0.294,0.321,0.288,57,202,91.7,12.9,2253,90.2,90.25,93,442,0,0.09999999999999432,6.4,116,145,114,150,290,322,299,"9.437","-9.437","71.5","7.1",205,164,42,9,1,5,41,20,0,0,2.20602,0.65144,0.3824,-0.21973,"92.1",161,50.306748466257666,8.588957055214724,6.829268292682928,5.88,-1.04,-0.1,2.32,0.278,14,"-2.135067873",0.285,0.475,"2.135067873",-0.006,-0.006999999999999951,-0.064,-0.027,21,"39.0",9.067983146654598,0.39621186410377895,38.45855723156369,0.41855203619909503,39.223966060771964,26.947200625862347
96,669087,"Huff, Sam",232,41.4,0.282,0.179,0.375,0.462,0.311,0.293,0.245,11,39,89.2,4.9,2256,90.1,90.22,41,96,0,0.10000000000000853,6.46,105,150,124,146,302,320,288,"2.154","-2.154","73.6","7.5",40,26,8,1,0,2,14,35,0,0,2.13729,0.71198,0.5201,-0.02927,"91.5",157,38.46153846153847,15.384615384615385,10,5.86,-0.71,-0.01,2.63,0.275,4,"-2.24375",0.254,0.416,"2.24375",0.037,0.02100000000000002,0.046,0.018,42.7,"38.7",10.943499357144864,-5.323492087814531,30.35483203849622,0.5625,38.218645726278424,32.53494473349829
468,663968,"Mangum, Jake",881,53.1,0.282,0.087,0.301,0.369,0.282,0.285,0.279,55,195,86.5,0.2,2232,88.8,88.99,86,468,0,0.20000000000000284,6.36,110,146,103,146,287,317,289,"11.153","-11.153","67.2","6.5",195,178,43,9,1,2,17,8.7,0,0,2.45652,0.49737,0.38229,-0.38229,"90.5",145,34.659090909090914,2.272727272727273,2.051282051282051,5.77,-0.78,-0.02,2.34,0.282,4,"-2.383119658",0.279,0.382,"2.383119658",0.003,0.002999999999999947,-0.013,-0.003,18.4,"36.9",2.211451245254438,11.771191624799613,29.25197561364063,0.3076923076923077,36.835267986983034,21.031659062565062
626,547180,"Harper, Bryce",1357,46.1,0.281,0.269,0.289,0.549,0.348,0.375,0.306,71,253,92.1,13.6,2323,88.7,88.8,197,626,0,0.09999999999999432,6.41,115,146,125,151,295,326,300,"6.931","-6.931","74.5","7.4",255,209,33,23,0,15,46,18,0,0,2.48573,0.46668,0.18447,-0.107,"92.9",169,51.674641148325364,13.875598086124402,11.372549019607844,5.87,-0.29,-0.09,2.25,0.278,29,"-1.107188498",0.305,0.585,"1.107188498",-0.025,-0.02699999999999997,-0.036,-0.027,31.5,"38.2",12.123510148633743,-3.263063946245814,35.1821641977484,0.4840255591054313,38.868474809688415,33.518195026216425
151,695657,"Montgomery, Colson",307,49.2,0.281,0.297,0.283,0.578,0.363,0.365,0.283,18,64,87.9,16.2,2334,88.9,89.11,47,151,0,0.19999999999998863,6.29,114,144,114,150,292,322,299,"0.842","-0.842","77.0","7.9",64,51,10,2,1,5,13,20.3,0,0,2.36649,0.5494,0.19443,0.06369,"92.3",163,41.17647058823529,13.725490196078432,10.9375,5.86,-0.51,0,2.39,0.281,7,"-0.557615894",0.283,0.583,"0.557615894",-0.002,-0.0019999999999999463,-0.005,-0.002,31.1,"37.9",13.048197489502746,-9.856049429454899,33.53209477669225,0.4966887417218543,36.986173816176304,35.36116421669762
613,680757,"Kwan, Steven",1836,33.4,0.281,0.132,0.271,0.413,0.293,0.289,0.279,85,303,85.7,17.9,2263,89.3,89.44,47,613,0,0.10000000000000853,6.44,115,146,107,149,279,313,299,"13.48","-13.48","63.6","6.4",309,292,62,14,1,8,17,5.5,0,0,2.28724,0.61777,0.46239,-0.22641,"90.0",174,19.863013698630137,2.73972602739726,2.5889967637540456,5.74,-0.65,-0.11,2.22,0.275,8,"-2.199021207",0.278,0.397,"2.199021207",0.002,-0.0030000000000000027,0.016,0.004,7.7,"36.6",3.5990399129704884,-3.2600385058382026,35.73451682630108,0.3768352365415987,32.59102243150139,30.164666328132
388,700337,"Quero, Edgar",959,40.5,0.281,0.109,0.315,0.391,0.287,0.266,0.257,54,192,90.2,7.1,2272,89.3,89.46,62,388,0,0.20000000000000284,6.46,114,149,121,150,292,320,297,"9.334","-9.334","67.5","6.7",194,165,39,12,0,3,29,14.9,0,0,2.24508,0.66494,0.46902,-0.46902,"92.0",161,46.06060606060606,2.4242424242424243,2.0618556701030926,5.77,-0.55,0.05,2.31,0.278,4,"-2.405670103",0.257,0.363,"2.405670103",0.024,0.02100000000000002,0.028,0.021,16,"36.3",5.895250515875075,10.12928096502964,31.868122744042047,0.5128865979381443,38.262811209410835,24.822994805955005
611,694671,"Langford, Wyatt",1499,40.8,0.281,0.208,0.31,0.489,0.325,0.34,0.28,77,274,91.8,17.6,2288,89.5,89.48,158,611,0,0,6.41,107,151,122,146,305,328,298,"7.814","-7.814","73.2","7.0",277,217,48,15,0,14,60,21.7,0,0,2.27072,0.6321,0.36038,0.15745,"93.3",165,48.38709677419355,12.903225806451612,10.108303249097473,5.75,-0.76,-0.01,2.41,0.278,28,"-1.27888707",0.283,0.508,"1.27888707",0.001,-0.004999999999999949,-0.019,-0.015,25.9,"37.1",16.666236316232574,-1.8361245918540448,34.37184386667053,0.4762684124386252,36.02397210314717,31.7106911049241
670,664034,"France, Ty",1483,45.2,0.281,0.108,0.298,0.39,0.289,0.335,0.296,83,295,90.3,11.6,2267,89.5,89.68,129,670,0,0.20000000000000284,6.47,108,151,123,147,302,323,289,"16.862","-16.862","70.7","7.4",296,267,61,17,0,5,29,9.8,0,0,2.30818,0.59104,0.34118,0.07504,"92.0",166,42.32209737827715,8.239700374531834,7.4324324324324325,5.71,-0.73,0.11,2.24,0.28,22,"-2.516716418",0.297,0.488,"2.516716418",-0.015,-0.01699999999999996,-0.098,-0.046,19.3,"37.7",10.34065996181588,5.949843227221752,34.577098822661036,0.48208955223880595,36.643496493472725,27.251229242433915
512,593871,"Polanco, Jorge",1275,40.2,0.28,0.245,0.253,0.525,0.338,0.351,0.305,72,257,91.2,16.9,2211,89.5,89.61,106,512,0,0.09999999999999432,6.4,115,146,114,151,295,323,295,"4.473","-4.473","71.6","7.3",260,234,43,12,0,17,26,10,0,0,2.25588,0.64391,0.42845,-0.42257,"93.3",158,47.43589743589743,10.683760683760683,9.615384615384617,5.74,-1.36,-0.09,2.31,0.277,25,"-0.873632813",0.303,0.523,"0.873632813",-0.025,-0.025999999999999968,0.002,-0.013,20.7,"37.5",9.246218479935752,-10.645187115763958,30.25732379287963,0.583984375,37.84466716325468,32.32356077544229
664,657757,"Sheets, Gavin",1654,40.1,0.28,0.196,0.281,0.476,0.32,0.366,0.313,87,311,91.5,15,2272,89.1,89.04,134,664,0,-0.09999999999999432,6.38,115,146,126,151,292,323,300,"5.519","-5.519","74.6","7.8",314,271,57,14,1,15,43,13.7,0,0,2.41735,0.50718,0.26136,-0.15097,"93.4",173,50.55762081784386,10.037174721189592,8.598726114649681,5.73,-0.92,-0.06,2.41,0.277,27,"-0.831174699",0.312,0.547,"0.831174699",-0.033,-0.034999999999999976,-0.071,-0.046,20.2,"37.3",8.86607736982314,-7.685588638359441,27.654312721202874,0.5421686746987951,38.62334937868026,34.254450782514674
322,672515,"Moreno, Gabriel",785,41,0.28,0.147,0.304,0.427,0.303,0.329,0.296,42,150,92.1,12.9,2280,90.1,90.2,52,322,0,0.10000000000000853,6.41,107,151,124,149,307,323,290,"7.529","-7.529","70.7","6.8",150,129,29,8,1,4,21,14,0,0,2.22792,0.62171,0.41087,0.10112,"92.1",163,50.3875968992248,6.2015503875969,5.333333333333334,5.73,-0.59,0,2.31,0.28,8,"-2.338198758",0.296,0.477,"2.338198758",-0.016,-0.01599999999999996,-0.05,-0.026,16.1,"38.3",7.841372441365165,5.541137095625622,34.42935196408141,0.5062111801242236,35.07766831500712,32.17503472051376
231,682622,"Marte, Noelvi",506,45.7,0.28,0.195,0.289,0.475,0.319,0.301,0.268,33,118,89.9,15,2276,88.5,88.62,62,231,0,0.09999999999999432,6.35,106,151,122,146,302,324,292,"0.116","-0.116","74.1","7.3",119,102,21,6,1,5,17,14.3,0,0,2.47377,0.46558,0.21461,-0.1307,"92.2",146,35.64356435643564,6.9306930693069315,5.88235294117647,5.84,-0.45,0.14,2.46,0.277,7,"-0.05021645",0.267,0.439,"0.05021645",0.012,0.010000000000000009,0.036,0.018,26.8,"37.0",9.02469972391343,-6.212234556277316,28.68458666915995,0.5974025974025974,37.7020065866532,36.71757036600745
190,518934,"LeMahieu, DJ",539,35.3,0.28,0.065,0.333,0.344,0.272,0.282,0.276,26,93,91.5,4,2232,89.7,89.73,36,190,0,0,6.34,109,150,121,148,305,324,286,"5.569","-5.569","67.6","7.2",93,76,22,3,0,1,17,18.3,0,0,2.31,0.59197,0.42772,0.08529,"92.9",166,50.66666666666667,4,3.225806451612903,5.81,-0.48,-0.06,2.46,0.28,3,"-2.931052632",0.276,0.38,"2.931052632",0.004,0.0040000000000000036,-0.036,-0.01,18.9,"37.5",5.665654319627319,12.649562738312284,28.313852137657403,0.4842105263157895,40.71142249864918,22.093631816676364
693,682998,"Carroll, Corbin",1590,43.6,0.279,0.348,0.286,0.626,0.376,0.381,0.298,85,305,93.5,17.4,2278,89.1,89.24,169,693,0,0.10000000000000853,6.45,118,146,113,152,296,326,302,"1.34","-1.34","74.7","7.3",306,245,34,17,13,21,61,19.9,0,0,2.40681,0.51276,0.25025,-0.09077,"93.6",162,51.85185185185185,14.40329218106996,11.437908496732026,5.78,-0.72,0.08,2.29,0.278,35,"-0.193362193",0.297,0.612,"0.193362193",-0.019,-0.01899999999999996,0.014,-0.005,24.4,"38.6",10.684911260212195,-3.1047564920058686,25.22624557946501,0.7142857142857143,37.163169164766224,36.88115302781136
495,663757,"Grisham, Trent",1458,34,0.279,0.247,0.273,0.526,0.342,0.358,0.286,70,251,90.8,16.2,2239,90.5,90.67,85,495,0,0.20000000000000284,6.45,117,146,111,151,293,325,298,"1.179","-1.179","70.9","7.6",251,211,43,9,1,17,40,15.9,0,0,2.14756,0.67418,0.50271,-0.29036,"92.3",173,44.54976303317535,14.218009478672986,11.952191235059761,5.77,-0.6,-0.06,2.38,0.279,30,"-0.238181818",0.286,0.564,"0.238181818",-0.007,-0.006999999999999951,-0.038,-0.016,17.2,"37.9",16.401666847384195,2.0191494764121396,30.002104310535675,0.5959595959595959,40.09346433403032,24.062711981535475
699,661388,"Contreras, William",1709,40.9,0.279,0.123,0.305,0.402,0.29,0.293,0.271,91,326,91.2,7.1,2294,90.3,90.57,156,699,0,0.29999999999999716,6.49,106,150,122,147,305,321,292,"14.948","-14.948","72.9","7.1",330,282,65,19,0,7,48,14.5,0,0,2.20349,0.63019,0.32642,0.10118,"92.9",153,46.619217081850536,4.6263345195729535,3.939393939393939,5.76,-0.81,0.09,2.42,0.276,13,"-2.138483548",0.273,0.411,"2.138483548",0.008,0.0030000000000000027,-0.009,-0.003,22.3,"38.7",10.246148661649675,4.778963831276056,29.14212433355113,0.6666666666666666,37.27101590857857,29.980634200550014
608,670623,"Paredes, Isaac",1804,33.7,0.278,0.22,0.271,0.498,0.328,0.289,0.261,76,273,87.4,24.3,2312,90,89.96,93,608,0,0,6.43,108,152,123,146,293,322,292,"7.216","-7.216","69.0","8.0",275,240,47,13,1,15,35,12.7,0,0,2.31416,0.57234,0.39196,0.31163,"92.0",171,32.773109243697476,5.46218487394958,4.7272727272727275,5.78,-1.21,0.08,2.3,0.276,13,"-1.186842105",0.262,0.417,"1.186842105",0.017,0.014000000000000012,0.081,0.039,15.3,"37.1",15.456276680174971,-15.019652922908488,32.48303462414706,0.5460526315789473,35.2945471626786,37.75428388373949
850,677594,"Rodríguez, Julio",1734,49,0.278,0.188,0.308,0.465,0.316,0.334,0.288,108,389,91.9,9.4,2272,89.3,89.46,250,850,0,0.20000000000000284,6.43,107,150,123,147,305,325,294,"9.735","-9.735","76.0","7.7",391,312,71,18,2,17,79,20.2,0,0,2.29851,0.61879,0.34176,0.12444,"92.9",155,47.756410256410255,8.974358974358974,7.161125319693094,5.75,-0.91,0.12,2.28,0.276,28,"-1.145294118",0.286,0.504,"1.145294118",-0.01,-0.009999999999999953,-0.039,-0.018,29.4,"38.0",7.141711480943276,-1.4071148502299036,31.75379964989971,0.46352941176470586,39.30518548808048,32.25521474833451
524,690993,"Keith, Colt",1325,39.5,0.278,0.155,0.302,0.433,0.301,0.346,0.299,68,245,90.4,14.8,2197,89.7,89.98,107,524,0,0.29999999999999716,6.46,117,146,126,152,291,325,301,"12.862","-12.862","70.8","6.8",248,211,44,16,2,6,37,14.9,0,0,2.2705,0.59897,0.4317,-0.36582,"92.4",164,45.023696682464454,9.47867298578199,8.064516129032258,5.72,-1.42,-0.01,2.4,0.274,20,"-2.454580153",0.299,0.511,"2.454580153",-0.021,-0.024999999999999967,-0.078,-0.045,20.4,"36.8",10.968426447060079,-0.7567967606775705,33.33704924550118,0.48282442748091603,38.089466835245204,30.58267740589746
229,650968,"Pozo, Yohel",422,54.3,0.277,0.188,0.273,0.465,0.314,0.297,0.283,28,101,87.9,19.9,2310,88.8,89.09,39,229,0,0.29999999999999716,6.43,105,151,123,147,304,321,291,"1.1","-1.1","69.5","7.7",102,92,17,7,0,4,10,9.8,0,0,2.36769,0.57926,0.27559,0.01559,"91.0",162,36.95652173913043,2.1739130434782608,1.9607843137254901,5.77,-0.69,0.08,2.4,0.275,2,"-0.480349345",0.28,0.416,"0.480349345",-0.006,-0.0050000000000000044,0.049,0.017,17,"37.2",6.7440284828307195,-2.1120696041708795,25.41764112018255,0.4978165938864629,39.34405225568488,29.3314998270697
772,680776,"Duran, Jarren",1856,41.6,0.277,0.207,0.325,0.484,0.322,0.316,0.276,103,372,92.6,13.5,2245,89.9,90.02,202,772,0,0.09999999999999432,6.42,116,147,109,151,284,322,306,"5.026","-5.026","74.5","7.5",373,294,57,26,9,11,79,21.2,0,0,2.19986,0.66732,0.42311,-0.28813,"93.2",166,47.781569965870304,10.921501706484642,8.579088471849866,5.72,-0.62,-0.01,2.46,0.276,32,"-0.651036269",0.276,0.469,"0.651036269",0.001,0,0.015,0.006,26.2,"37.3",5.7284200666962555,1.6541291691569668,26.732906858675438,0.4689119170984456,39.584052691778815,30.54504802696576
660,691026,"Winn, Masyn",1707,38.7,0.277,0.132,0.308,0.409,0.293,0.285,0.27,88,318,88.6,18.2,2286,89.4,89.64,116,660,0,0.19999999999998863,6.44,107,151,116,147,305,320,289,"13.735","-13.735","71.2","7.5",320,270,60,21,0,7,50,15.6,0,0,2.24674,0.65233,0.36708,0.01679,"91.6",160,36.666666666666664,5.9259259259259265,5,5.79,-0.37,0.06,2.32,0.275,16,"-2.081060606",0.268,0.399,"2.081060606",0.007,0.007000000000000006,0.01,0.008,17.6,"38.4",5.679722504231612,-4.344996070220314,29.373861158382326,0.4348484848484849,32.119414961905136,34.20972908186155
756,621020,"Swanson, Dansby",1748,43.2,0.277,0.182,0.314,0.458,0.311,0.361,0.304,96,347,91,13.6,2306,89.9,90.08,210,756,0,0.19999999999998863,6.42,109,151,121,146,300,321,291,"16.019","-16.019","70.8","7.4",351,271,67,11,2,16,80,22.8,0,0,2.20165,0.66881,0.34324,0.04775,"92.3",155,49.815498154981555,12.177121771217712,9.401709401709402,5.83,-0.9,0.07,2.46,0.274,33,"-2.118915344",0.304,0.543,"2.118915344",-0.027,-0.02999999999999997,-0.085,-0.05,27.8,"38.7",15.395924510506665,-1.4003743731815081,34.43541812093086,0.6084656084656085,36.793044650145134,32.30644112138598
399,663624,"Mountcastle, Ryan",766,52.1,0.277,0.107,0.326,0.384,0.28,0.325,0.292,44,159,92,10.5,2252,89,89.25,112,399,0,0.29999999999999716,6.54,110,151,125,148,306,324,293,"6.132","-6.132","75.2","7.6",162,131,31,11,0,2,31,19.1,0,0,2.29469,0.65244,0.28183,-0.00769,"92.4",166,48.854961832061065,10.687022900763358,8.641975308641975,5.86,-0.77,0.03,2.49,0.272,14,"-1.536842105",0.289,0.481,"1.536842105",-0.015,-0.01699999999999996,-0.097,-0.045,28.1,"39.9",6.896372723101465,-1.8337976135171872,36.131353721904084,0.40852130325814534,39.60754728336728,28.243423287134505
660,682928,"Abrams, CJ",1517,43.5,0.277,0.22,0.285,0.497,0.326,0.323,0.286,88,318,89.8,13.5,2313,90,90.15,144,660,0,0.20000000000000284,6.4,118,146,112,151,293,323,303,"9.324","-9.324","72.3","7.5",320,274,50,20,4,14,46,14.4,0,0,2.27785,0.58308,0.3254,-0.12604,"92.4",158,43.06569343065693,7.664233576642336,6.5625,5.85,-0.84,-0.08,2.37,0.275,21,"-1.412727273",0.285,0.475,"1.412727273",-0.009,-0.009999999999999953,0.022,0.003,21.8,"37.2",9.924046177779339,-3.1811891811382598,26.83516593705236,0.6136363636363636,39.4770438215015,31.171306085246215
728,668227,"Arozarena, Randy",1905,38.2,0.277,0.243,0.301,0.52,0.335,0.345,0.284,90,325,93,15.1,2283,89.9,90.09,198,728,0,0.19999999999998863,6.47,108,151,121,146,300,324,293,"4.86","-4.86","72.3","7.5",328,255,50,20,1,19,73,22.3,0,0,2.17424,0.69694,0.38103,0.11292,"93.1",161,54.11764705882353,12.549019607843137,9.75609756097561,5.74,-0.8,0.17,2.27,0.274,32,"-0.667582418",0.284,0.529,"0.667582418",-0.007,-0.009999999999999953,-0.009,-0.01,27.2,"38.0",9.343467276605583,-1.0138809571125649,25.26812547908143,0.646978021978022,34.99662440802722,32.01097925599295
710,592885,"Yelich, Christian",1747,40.6,0.277,0.207,0.309,0.483,0.323,0.324,0.276,91,329,91.2,2.6,2313,89.1,89.32,213,710,0,0.20000000000000284,6.45,114,146,119,150,295,320,301,"8.761","-8.761","73.3","7.5",330,252,61,11,0,19,78,23.6,0,0,2.39244,0.53476,0.18501,-0.09737,"92.7",146,48.01587301587302,9.126984126984127,6.969696969696971,5.68,-0.69,0.01,2.33,0.276,23,"-1.233943662",0.276,0.49,"1.233943662",0.001,0,-0.007,-0.001,30,"37.0",9.495262542681406,6.685877847729316,36.15969666406794,0.43661971830985913,37.78672756323396,27.06309275148115
75,663662,"Cameron, Daz",159,47.2,0.276,0.138,0.292,0.414,0.297,0.352,0.309,8,29,91.9,24.6,2153,86.9,86.87,17,75,0,0,6.34,107,151,119,147,305,321,285,"2.96","-2.96","75.4","7.0",29,25,6,1,0,1,4,13.8,0,0,2.6068,0.51027,0.33227,-0.33413,"91.7",169,36,8,6.896551724137931,5.71,1.17,0.08,2.4,0.276,2,"-3.946666667",0.309,0.523,"3.946666667",-0.033,-0.032999999999999974,-0.109,-0.055,22.7,"38.0",5.101902391097886,-7.440148995615798,32.75453318526212,0.37333333333333335,36.97113818439325,31.306414501146342
