"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
11,682515,"Porter, Logan",34,32.4,0.2,0,0.2,0.2,0.177,0.087,0.09,1,5,89.4,15.2,2370,92.3,92.54,2,11,0,0.20000000000000284,6.15,108,152,122,147,311,326,299,"0.724","-0.724","69.2","6.9",5,5,1,0,0,0,0,0,0,0,2.01636,0.64909,0.26273,0.26273,"91.5",154,0,0,0,5.89,-2.04,0.22,2.51,0.2,0,"-6.581818182",0.09,0.111,"6.581818182",0.11,0.11000000000000001,0.089,0.09,18.2,"34.7",14.865347285086608,4.6046900068724135,29.367151457107987,0.5454545454545454,38.417503076346186,26.63192699602998
40,665923,"Ruiz, Esteury",88,45.5,0.2,0.15,0.273,0.35,0.235,0.216,0.168,4,20,81.5,9,2174,87,87.07,19,40,0,0.09999999999999432,6.3,101,150,109,147,302,314,282,"1.447","-1.447","70.4","7.6",20,12,3,0,0,1,8,40,0,0,2.78725,0.27632,0.18825,-0.18425,"90.2",142,25,8.333333333333332,5,5.85,1.38,0.02,2.12,0.2,1,"-3.6175",0.168,0.342,"3.6175",0.032,0.032,0.008,0.019,47.5,"37.6",13.439795425125771,-2.981523146684264,36.751843534044774,0.35,39.02728121713673,28.317191099436734
25,677060,"Stevens, Chad",55,45.5,0.2,0,0.333,0.2,0.177,0.22,0.242,2,10,82.2,5.2,2222,90.8,90.83,7,25,0,0,6.43,104,151,118,147,302,320,289,"1.682","-1.682","69.7","7.1",10,6,2,0,0,0,4,40,0,0,1.9152,0.8916,0.5888,0.4008,"89.2",122,16.666666666666664,0,0,5.88,-1.11,-0.13,2.25,0.2,0,"-6.728",0.242,0.265,"6.728",-0.042,-0.04199999999999998,-0.065,-0.043,28,"37.9",3.628083898663187,1.286356971567999,41.47623948932347,0.16,33.698597097088054,26.080456657194784
56,686554,"Dunn, Oliver",154,36.4,0.2,0.067,0.286,0.267,0.195,0.226,0.235,6,30,91.5,0,2287,88,88.22,20,56,0,0.20000000000000284,6.39,119,148,112,152,294,323,297,"4.914","-4.914","72.9","7.4",31,21,4,2,0,0,10,32.3,0,0,2.49036,0.48339,0.18286,-0.13357,"92.9",132,42.857142857142854,0,0,5.66,-1.54,-0.13,2.25,0.194,0,"-8.775",0.233,0.286,"8.775",-0.035,-0.03900000000000001,-0.019,-0.031,35.7,"38.8",9.13847875880001,2.1186035736031323,28.638726294300845,0.5,35.59337515528807,27.686828227019422
129,664913,"Brown, Seth",298,43.3,0.2,0.091,0.256,0.291,0.212,0.26,0.22,11,55,87.4,17.9,2243,89.4,89.31,39,129,0,-0.10000000000000853,6.31,116,146,120,152,295,324,301,"6.84","-6.84","72.8","7.2",55,40,8,2,0,1,15,27.3,0,0,2.33721,0.55116,0.42828,-0.36453,"92.1",156,42.5,10,7.2727272727272725,5.8,-1.43,-0.15,2.51,0.2,4,"-5.302325581",0.22,0.394,"5.302325581",-0.02,-0.01999999999999999,-0.103,-0.048,30.2,"36.3",12.218531351699365,-11.614381843991639,31.203926775038568,0.5193798449612403,36.795072312427884,35.008153164180875
308,680779,"Davis, Henry",664,46.4,0.198,0.13,0.208,0.328,0.224,0.321,0.273,26,131,87.7,23.9,2287,90,90.36,74,308,0,0.4000000000000057,6.51,106,151,121,146,304,324,291,"14.724","-14.724","74.2","7.3",132,110,17,5,0,4,22,16.7,0,0,2.24078,0.61036,0.33968,0.08623,"92.4",175,35.45454545454545,10,8.333333333333332,5.77,-0.94,0.17,2.4,0.197,11,"-4.780519481",0.274,0.481,"4.780519481",-0.075,-0.07700000000000001,-0.153,-0.097,24,"39.0",7.991702149707358,-6.764797661852653,26.55126751122193,0.5422077922077922,37.76331395110591,30.081122379545764
149,681146,"Bride, Jonah",556,26.8,0.197,0.026,0.259,0.224,0.184,0.214,0.205,15,76,86.3,11.8,2193,89.2,89.47,35,149,0,0.29999999999999716,6.59,108,150,120,145,299,318,286,"9.343","-9.343","68.2","7.3",76,58,13,2,0,0,18,23.7,0,0,2.26121,0.68812,0.42262,-0.18289,"91.1",127,27.586206896551722,3.4482758620689653,2.631578947368421,5.79,0.32,0,2.36,0.197,2,"-6.270469799",0.205,0.293,"6.270469799",-0.008,-0.00799999999999998,-0.069,-0.03,23.5,"38.1",16.31418021693606,-1.6526633760305944,30.939077902360648,0.5167785234899329,39.23816691166856,34.29579417609015
103,665155,"Maton, Nick",250,41.2,0.196,0.174,0.219,0.37,0.24,0.196,0.16,9,46,88.9,27.4,2166,90.6,90.85,37,103,0,0.20000000000000284,6.52,113,144,110,151,288,322,298,"5.444","-5.444","71.4","6.8",46,34,5,2,0,2,12,26.1,0,0,2.16883,0.64592,0.62165,-0.62165,"92.0",188,38.23529411764706,5.88235294117647,4.3478260869565215,5.78,-2.17,-0.28,2.41,0.196,2,"-5.285436893",0.16,0.306,"5.285436893",0.036,0.036000000000000004,0.064,0.044,35.9,"34.8",19.6029515846833,-9.164851741363295,35.91196272281158,0.4174757281553398,34.70927660700139,37.5590546445164
213,657041,"Thomas, Lane",556,38.3,0.196,0.144,0.211,0.34,0.224,0.237,0.21,19,97,87.5,23.9,2222,90.4,90.53,63,213,0,0.09999999999999432,6.4,107,152,121,147,300,320,291,"12.635","-12.635","72.7","6.9",99,75,13,2,0,4,24,24.2,0,0,2.10164,0.72934,0.47406,-0.02802,"91.7",146,29.333333333333332,5.333333333333334,4.040404040404041,5.77,-0.34,0.02,2.32,0.192,4,"-5.931924883",0.21,0.348,"5.931924883",-0.014,-0.017999999999999988,-0.008,-0.013,29.6,"37.6",8.960134277438565,-3.942798874619148,27.550252612484968,0.6619718309859155,37.86066815522885,28.938827955675112
325,668709,"Bleday, JJ",881,36.9,0.196,0.202,0.2,0.399,0.25,0.24,0.206,33,168,87.6,24.6,2145,88.8,88.69,83,325,0,-0.09999999999999432,6.39,117,146,117,152,295,323,297,"14.655","-14.655","72.1","7.6",169,133,15,10,0,8,36,21.3,0,0,2.43397,0.52994,0.54031,-0.40763,"92.1",160,39.097744360902254,6.015037593984962,4.733727810650888,5.66,-1.17,0.02,2.33,0.195,8,"-4.509230769",0.208,0.354,"4.509230769",-0.01,-0.012999999999999984,0.045,0.01,25.5,"35.1",14.106532734680325,-13.644926391931866,30.518435563149573,0.56,39.17662563900617,32.73372665406909
83,682848,"Rodríguez, Endy",205,40.5,0.195,0.098,0.229,0.293,0.209,0.239,0.22,8,41,93.8,19.1,2318,89.5,89.75,20,83,0,0.29999999999999716,6.49,113,146,114,150,295,320,292,"4.71","-4.71","71.5","7.3",41,35,4,4,0,0,6,14.6,0,0,2.25916,0.63707,0.32494,-0.32494,"93.0",186,48.57142857142857,2.857142857142857,2.4390243902439024,5.77,-1.02,0.1,2.34,0.195,1,"-5.674698795",0.22,0.342,"5.674698795",-0.025,-0.024999999999999994,-0.049,-0.03,24.1,"39.1",7.021804128926338,-4.032766827611138,33.361538618261704,0.46987951807228917,33.8524389594568,31.363100332045335
110,694362,"Dunn, Blake",318,34.6,0.195,0.122,0.241,0.317,0.219,0.292,0.263,8,41,88.1,2.3,2244,88.5,88.61,31,110,0,0.09999999999999432,6.41,106,150,111,147,299,321,288,"4.17","-4.17","70.0","6.2",41,30,5,2,0,1,11,26.8,0,0,2.464,0.50364,0.28627,-0.16845,"90.4",130,36.666666666666664,10,7.317073170731707,5.61,-0.29,-0.01,2.17,0.195,3,"-3.790909091",0.263,0.42,"3.790909091",-0.068,-0.068,-0.103,-0.073,28.2,"34.2",4.576742057764494,6.162802861999782,38.16159222872213,0.38181818181818183,37.458157391983896,29.451332461752713
236,645444,"Herrera, Jose",731,32.3,0.195,0.071,0.221,0.265,0.196,0.199,0.195,22,113,83.5,17.5,2218,89.5,89.67,47,236,0,0.20000000000000284,6.41,117,148,120,150,291,320,294,"15.048","-15.048","66.8","7.2",115,96,16,5,0,1,19,16.5,0,0,2.2689,0.61432,0.41685,-0.41685,"89.9",159,23.958333333333336,1.0416666666666665,0.8695652173913043,5.77,-0.85,-0.04,2.35,0.191,1,"-6.376271186",0.196,0.258,"6.376271186",0,-0.0050000000000000044,0.007,-0.003,19.9,"38.0",7.2460253337416205,-5.164377602706009,33.14025868698871,0.4788135593220339,35.929007176487836,30.19085164813404
280,668942,"Rojas, Josh",721,38.8,0.194,0.09,0.225,0.284,0.202,0.243,0.236,26,134,88.5,15,2239,90.1,90.18,63,280,0,0.10000000000000853,6.37,115,147,110,151,284,320,301,"17.714","-17.714","67.4","7.2",136,112,16,9,0,1,24,17.6,0,0,2.19025,0.65849,0.49656,-0.45878,"91.1",167,32.11009174311927,3.669724770642202,2.941176470588235,5.81,-1.44,-0.01,2.5,0.191,4,"-6.326428571",0.234,0.33,"6.326428571",-0.042,-0.04300000000000001,-0.046,-0.041,22.5,"36.6",10.095827308177851,1.3689433162665143,32.29992588135746,0.5642857142857143,38.088902314903066,24.242546690367934
68,676701,"Trejo, Alan",148,45.9,0.194,0.065,0.222,0.258,0.189,0.241,0.216,6,31,87.3,20.1,2299,88.4,88.9,15,68,0,0.5,6.4,107,151,115,147,307,328,291,"3.81","-3.81","66.1","7.0",32,27,4,2,0,0,5,15.6,0,0,2.47912,0.46448,0.2425,0.00809,"90.4",185,25.925925925925924,11.11111111111111,9.375,5.61,-1.01,-0.05,2.47,0.188,3,"-5.602941176",0.211,0.364,"5.602941176",-0.022,-0.022999999999999993,-0.106,-0.052,22.1,"35.2",15.954260941843666,-1.7623081362849635,36.851106784212675,0.5,36.56452818428718,34.91199463597275
262,670223,"Mervis, Matt",536,48.9,0.194,0.255,0.203,0.449,0.267,0.215,0.171,19,98,88.7,24.5,2198,89.4,89.37,100,262,0,0,6.44,113,146,127,152,295,318,298,"6.688","-6.688","73.6","8.3",99,66,8,4,0,7,33,33.3,0,0,2.24996,0.66264,0.57366,-0.53939,"93.3",156,39.39393939393939,9.090909090909092,6.0606060606060606,5.71,-1.62,-0.1,2.38,0.192,6,"-2.552671756",0.173,0.333,"2.552671756",0.023,0.019000000000000017,0.116,0.052,38.2,"35.8",18.8700992220012,-11.487212290076137,33.75918038311264,0.4961832061068702,39.132820254544136,33.69798516036147
253,457759,"Turner, Justin",621,40.7,0.194,0.097,0.202,0.291,0.201,0.281,0.261,20,103,89.1,19.9,2327,90.9,90.92,38,253,0,0,6.41,109,151,124,147,298,319,287,"15.144","-15.144","66.1","6.4",107,91,14,4,0,2,16,15,0,0,1.97573,0.83468,0.37099,-0.08433,"90.5",180,27.472527472527474,3.296703296703297,2.803738317757009,5.85,0.47,0.19,2.43,0.187,3,"-5.985770751",0.259,0.396,"5.985770751",-0.067,-0.07200000000000001,-0.105,-0.08,15,"41.4",8.463803604039915,2.8657828525129085,34.483888607351005,0.5335968379446641,32.57866554263543,36.02236052996965
77,668800,"Knizner, Andrew",177,43.5,0.194,0.083,0.188,0.278,0.204,0.27,0.256,7,36,84.5,19.1,2342,88.4,88.56,13,77,0,0.19999999999998863,6.39,109,150,123,148,303,321,288,"0.749","-0.749","69.3","7.1",36,33,6,0,0,1,3,8.3,0,0,2.42818,0.57553,0.17934,-0.06145,"89.7",137,15.151515151515152,3.0303030303030303,2.7777777777777777,5.79,-0.31,0.27,2.23,0.194,1,"-0.972727273",0.256,0.37,"0.972727273",-0.062,-0.062,-0.092,-0.066,16.9,"39.1",10.078936997093214,-3.229672456671875,26.631586198197212,0.5714285714285714,36.46548400218711,34.70083785579454
107,665561,"Marchán, Rafael",301,35.5,0.193,0.088,0.204,0.281,0.204,0.238,0.235,11,57,84.6,11.7,2232,90.1,90.13,22,107,0,0,6.34,112,147,122,150,286,317,292,"7.908","-7.908","66.0","7.4",57,50,8,2,0,1,7,12.3,0,0,2.23944,0.61879,0.47963,-0.47963,"90.6",144,18,2,1.7543859649122806,5.88,-1.13,-0.17,2.22,0.193,1,"-7.390654206",0.235,0.319,"7.390654206",-0.042,-0.04199999999999998,-0.038,-0.034,20.6,"37.4",12.332951430264249,-1.1905631823874572,32.12013731176575,0.4766355140186916,37.828464388666,31.01587263314874
141,518792,"Heyward, Jason",347,40.6,0.192,0.103,0.21,0.295,0.202,0.228,0.212,15,78,85.6,13,2190,90.3,90.23,34,141,0,-0.09999999999999432,6.37,116,143,123,149,294,326,300,"9.483","-9.483","72.4","8.2",81,64,11,2,0,2,17,21,0,0,2.25688,0.598,0.49135,-0.4156,"92.5",143,36.507936507936506,4.761904761904762,3.7037037037037033,5.69,-1.68,-0.08,2.39,0.185,3,"-6.725531915",0.21,0.311,"6.725531915",-0.02,-0.024999999999999994,-0.016,-0.026,24.1,"35.9",9.887334524473285,-7.220367387260039,28.040377216762927,0.6382978723404256,43.99779655686657,25.952166785318692
122,622761,"Mateo, Jorge",258,47.3,0.191,0.106,0.242,0.298,0.21,0.22,0.203,9,47,88.6,15.9,2192,90.1,90.34,34,122,0,0.20000000000000284,6.55,107,150,111,147,295,320,289,"5.505","-5.505","71.8","7.4",47,34,6,2,0,1,13,27.7,0,0,2.3073,0.6723,0.53074,0.07091,"90.6",173,35.294117647058826,5.88235294117647,4.25531914893617,5.75,-0.28,-0.12,2.58,0.191,2,"-4.512295082",0.203,0.315,"4.512295082",-0.012,-0.01200000000000001,-0.017,-0.01,27.9,"39.0",5.447944630723462,1.3744548244419315,30.165912991738246,0.4098360655737705,34.60279511655837,26.674301731624876
99,656248,"Bouchard, Sean",273,36.3,0.191,0.043,0.265,0.234,0.184,0.21,0.219,9,47,86.8,20,2239,89.4,89.81,33,99,0,0.3999999999999915,6.37,109,152,124,146,309,328,296,"5.746","-5.746","72.8","7.4",47,34,8,0,1,0,13,27.7,0,0,2.27939,0.59918,0.41663,-0.21684,"91.1",161,29.411764705882355,0,0,5.66,0.93,-0.03,2.25,0.191,0,"-5.804040404",0.219,0.267,"5.804040404",-0.028,-0.027999999999999997,-0.033,-0.026,33.3,"33.7",13.806999233735981,-5.006358242975041,38.20832314131238,0.5151515151515151,34.66066552405124,33.248867535725495
281,543877,"Vázquez, Christian",741,37.9,0.19,0.068,0.208,0.259,0.192,0.235,0.222,28,147,86,17.1,2283,90.7,90.99,38,281,0,0.29999999999999716,6.49,108,151,122,148,300,321,288,"19.336","-19.336","67.3","6.8",149,131,20,7,0,1,18,12.1,0,0,2.00584,0.81167,0.44335,0.1116,"90.7",176,25.954198473282442,3.816793893129771,3.3557046979865772,5.78,-0.71,-0.02,2.38,0.188,5,"-6.88113879",0.221,0.327,"6.88113879",-0.032,-0.033,-0.068,-0.043,13.5,"37.6",7.635027099946377,-1.49140226946149,26.64374795765232,0.5907473309608541,35.68630639133254,33.32185489197379
111,624415,"Biggio, Cavan",341,32.6,0.19,0.086,0.233,0.276,0.201,0.259,0.234,11,58,89.9,23.5,2194,91,91.34,27,111,0,0.29999999999999716,6.53,118,146,113,152,291,321,300,"6.397","-6.397","68.0","7.0",58,44,8,2,0,1,14,24.1,0,0,1.9945,0.79342,0.50108,-0.5,"91.6",187,36.36363636363637,4.545454545454546,3.4482758620689653,5.75,-1.68,-0.11,2.45,0.19,2,"-5.763063063",0.234,0.373,"5.763063063",-0.044,-0.04400000000000001,-0.097,-0.058,24.3,"39.1",13.803923668855472,-6.680042041131049,36.93555597038347,0.5675675675675675,34.701001675567476,30.612937827126377
203,666152,"Hamilton, David",512,39.6,0.189,0.113,0.195,0.302,0.21,0.258,0.245,20,106,86.4,14.5,2214,90.2,90.37,45,203,0,0.20000000000000284,6.47,115,145,103,150,281,319,300,"11.548","-11.548","70.6","7.3",106,90,14,3,0,3,16,15.1,0,0,2.25202,0.59429,0.6002,-0.48059,"90.9",158,26.666666666666668,3.3333333333333335,2.8301886792452833,5.56,-1.49,-0.01,2.41,0.189,3,"-5.688669951",0.245,0.358,"5.688669951",-0.056,-0.055999999999999994,-0.056,-0.048,22.2,"34.3",7.476761526224584,-5.659889286995636,29.799239090019345,0.45320197044334976,38.328858489764215,31.791280514743903
34,641645,"Guillorme, Luis",81,42,0.188,0,0.3,0.188,0.166,0.249,0.265,3,16,85.3,7.9,2391,89.9,89.77,11,34,0,-0.10000000000000853,6.35,116,148,120,152,288,319,297,"2.751","-2.751","67.1","7.6",16,10,3,0,0,0,6,37.5,0,0,2.325,0.55588,0.25912,0.04912,"89.4",166,11.11111111111111,0,0,5.96,-1.24,-0.14,2.35,0.188,0,"-8.091176471",0.265,0.301,"8.091176471",-0.077,-0.07700000000000001,-0.113,-0.083,32.4,"40.0",9.692758118928948,6.3862133955833515,34.85944124709376,0.4411764705882353,37.12134968304377,25.33933082966651
371,664774,"Wade Jr., LaMonte",1039,35.7,0.186,0.099,0.213,0.285,0.2,0.266,0.245,32,172,89.6,23.2,2219,91.1,91.17,75,371,0,0.10000000000000853,6.42,117,146,116,151,291,322,298,"21.954","-21.954","70.0","6.7",173,143,21,7,2,2,30,17.3,0,0,1.99326,0.79967,0.51633,-0.41278,"91.2",188,30.76923076923077,4.895104895104895,4.046242774566474,5.81,-1.47,-0.12,2.27,0.185,7,"-5.917520216",0.244,0.379,"5.917520216",-0.059,-0.059,-0.094,-0.066,20.2,"37.8",9.063002642857356,0.2986517644354762,31.825319916793035,0.5336927223719676,33.27745736610209,32.33379228359994
52,622569,"Reyes, Pablo",131,39.7,0.185,0.037,0.25,0.222,0.178,0.203,0.195,5,27,88,16.7,2222,89.9,89.98,14,52,0,0.09999999999999432,6.39,110,152,115,148,304,323,290,"3.689","-3.689","69.3","7.0",27,20,4,1,0,0,7,25.9,0,0,2.12423,0.76904,0.46519,-0.03173,"90.6",155,36.84210526315789,5.263157894736842,3.7037037037037033,5.68,0.01,0.14,2.59,0.185,1,"-7.094230769",0.195,0.278,"7.094230769",-0.01,-0.010000000000000009,-0.056,-0.025,26.9,"34.9",5.8870374734676325,4.623974262461502,26.700675315621726,0.5576923076923077,37.840276432652736,26.731038673527024
118,671284,"Elko, Tim",265,44.5,0.184,0.265,0.167,0.449,0.265,0.275,0.209,9,49,91.2,4.4,2347,88.6,88.61,33,118,0,0,6.35,105,150,121,147,303,322,290,"4.034","-4.034","74.2","7.9",49,34,4,1,0,4,15,30.6,0,0,2.46212,0.49534,0.20695,0.05102,"92.6",144,50,11.76470588235294,8.16326530612245,5.8,-0.95,0.08,2.42,0.184,4,"-3.418644068",0.209,0.447,"3.418644068",-0.025,-0.024999999999999994,0.002,-0.01,28,"36.0",10.197673011137004,3.1799321382968273,34.25650874489719,0.3983050847457627,42.17529249723789,28.170305064853522
174,677649,"Duran, Ezequiel",379,45.9,0.182,0.091,0.231,0.273,0.192,0.225,0.213,12,66,87.3,14.8,2259,88.7,88.52,44,174,0,-0.20000000000000284,6.33,108,151,117,147,305,327,290,"9.58","-9.58","72.0","7.2",67,52,6,6,0,0,15,22.4,0,0,2.45184,0.6269,0.24224,-0.09753,"91.1",150,42.30769230769231,1.9230769230769231,1.4925373134328357,5.83,-0.3,0.1,2.34,0.179,1,"-5.505747126",0.216,0.305,"5.505747126",-0.031,-0.037000000000000005,-0.032,-0.033,25.3,"39.6",5.55028818075276,-0.4830626386526107,27.769998864604144,0.39080459770114945,35.55195974205284,30.36543494178605
262,669707,"Triolo, Jared",602,43.5,0.182,0.124,0.19,0.306,0.207,0.284,0.241,22,121,89.4,17.1,2223,89.6,89.87,57,262,0,0.30000000000001137,6.48,107,151,117,148,307,320,285,"14.713","-14.713","72.0","7.7",122,103,13,6,0,3,19,15.6,0,0,2.24447,0.64575,0.42073,-0.0095,"91.7",162,37.86407766990291,6.796116504854369,5.737704918032787,5.79,-0.08,0.1,2.55,0.18,7,"-5.615648855",0.239,0.435,"5.615648855",-0.059,-0.059,-0.129,-0.077,21.8,"39.7",9.113983330901148,-2.4246155306108164,37.48273136476031,0.4847328244274809,35.71336860525458,28.773584203757146
296,672724,"Peraza, Oswald",612,48.4,0.179,0.104,0.21,0.284,0.198,0.263,0.233,24,134,88.6,8.9,2262,88.3,88.36,93,296,0,0.10000000000000853,6.41,108,151,117,147,300,322,289,"15.13","-15.13","73.7","7.7",134,103,16,5,0,3,31,23.1,0,0,2.46476,0.54764,0.28939,0.05318,"92.5",131,41.17647058823529,6.862745098039216,5.223880597014925,5.76,-0.28,-0.02,2.25,0.179,7,"-5.111486486",0.233,0.381,"5.111486486",-0.054,-0.05400000000000002,-0.097,-0.065,31.4,"37.1",7.188150178061466,-4.54586510716404,25.198479563489215,0.5101351351351351,38.70401350422509,30.121414101074073
117,672284,"Kelenic, Jarred",258,45.3,0.176,0.157,0.226,0.333,0.216,0.28,0.2,9,51,90.3,14.1,2246,90.9,91.19,49,117,0,0.29999999999999716,6.54,120,147,117,153,295,322,300,"7.197","-7.197","73.4","7.3",51,33,5,2,0,2,18,35.3,0,0,1.92436,0.86897,0.53103,-0.43776,"92.2",146,42.42424242424242,15.151515151515152,9.803921568627452,5.9,-1.49,0.07,2.54,0.176,5,"-6.151282051",0.2,0.467,"6.151282051",-0.024,-0.02400000000000002,-0.134,-0.064,41.9,"39.7",14.173494913506378,-2.032392281912015,30.818557405065803,0.6239316239316239,35.63174765952171,30.3989689789019
120,696030,"Osuna, Alejandro",338,35.5,0.176,0.02,0.209,0.196,0.157,0.3,0.294,9,51,89.9,10.7,2240,90,89.99,23,120,0,0,6.42,116,145,110,150,290,323,302,"9.031","-9.031","71.7","7.2",53,43,8,1,0,0,10,18.9,0,0,2.25192,0.67815,0.51875,-0.52075,"91.1",151,42.857142857142854,4.761904761904762,3.7735849056603774,5.75,-1.78,-0.17,2.25,0.17,2,"-7.525833333",0.297,0.392,"7.525833333",-0.118,-0.12699999999999997,-0.196,-0.143,19.2,"36.6",4.733841314269554,4.4822729886070904,28.89515777751471,0.4583333333333333,34.461651368957774,28.185309847598965
41,678489,"Barrosa, Jorge",95,43.2,0.176,0.118,0.25,0.294,0.189,0.203,0.206,3,17,89.1,14.8,2130,87.4,87.63,13,41,0,0.19999999999998863,6.46,111,144,110,146,294,323,297,"2.188","-2.188","68.1","8.0",18,12,1,2,0,0,6,33.3,0,0,2.62659,0.40171,0.53341,-0.53341,"91.1",168,33.33333333333333,0,0,5.66,-0.22,0.14,1.98,0.167,0,"-5.336585366",0.202,0.272,"5.336585366",-0.03,-0.035,0.022,-0.014,31.7,"34.5",15.675807866489682,-4.959590303111487,27.64604564898848,0.4878048780487805,36.25438099450333,31.867233804880314
254,606115,"Arcia, Orlando",552,46,0.176,0.084,0.198,0.261,0.188,0.222,0.215,21,119,85.4,6.5,2285,90.4,90.67,54,254,0,0.29999999999999716,6.43,110,152,122,147,307,326,296,"15.687","-15.687","70.2","7.7",119,98,16,2,1,2,21,17.6,0,0,2.18736,0.63435,0.40356,0.20419,"90.6",139,26.804123711340207,2.0618556701030926,1.680672268907563,5.75,-1.08,0.1,2.44,0.176,2,"-6.175984252",0.215,0.302,"6.175984252",-0.039,-0.03900000000000001,-0.041,-0.034,21.3,"36.7",6.626747611872858,1.24643839141052,26.589761803892543,0.594488188976378,36.716481369359656,28.187379257837947
110,678391,"Vivas, Jorbit",246,44.7,0.176,0.098,0.195,0.275,0.194,0.267,0.266,9,51,85.8,17.6,2310,90.9,90.95,27,110,0,0,6.37,118,144,108,149,286,320,296,"6.818","-6.818","70.3","7.7",51,42,6,2,0,1,9,17.6,0,0,2.10564,0.69927,0.41833,-0.40074,"91.5",145,38.095238095238095,4.761904761904762,3.9215686274509802,5.79,-1.48,-0.12,2.35,0.176,2,"-6.198181818",0.266,0.35,"6.198181818",-0.09,-0.09000000000000002,-0.075,-0.073,24.5,"37.3",5.152572762031511,-1.8079184886450603,29.362055930265342,0.4909090909090909,35.601186257854785,27.06785045210326
275,695506,"Caglianone, Jac",573,48,0.175,0.159,0.163,0.333,0.216,0.353,0.298,22,126,91.2,7.2,2330,89,89.05,66,275,0,0,6.35,119,146,128,151,300,325,305,"17.076","-17.076","77.1","7.6",126,109,12,5,0,5,17,13.5,0,0,2.52465,0.40817,0.24993,-0.05793,"93.7",151,44.95412844036697,12.844036697247708,11.11111111111111,5.81,-0.74,0.09,2.46,0.175,14,"-6.209454545",0.298,0.538,"6.209454545",-0.123,-0.123,-0.205,-0.137,24,"38.4",7.744456580884225,-3.6961825009523848,28.122977087142587,0.4509090909090909,36.93737096508026,32.04178399058961
239,656180,"Adams, Riley",554,43.1,0.174,0.191,0.212,0.365,0.228,0.262,0.216,20,115,90.6,8.3,2269,89.1,89.5,82,239,0,0.4000000000000057,6.51,110,152,124,148,306,324,293,"9.412","-9.412","77.9","7.8",115,72,10,4,0,6,43,37.4,0,0,2.33996,0.57861,0.41059,0.02092,"93.0",151,47.88732394366197,11.267605633802818,6.956521739130435,5.78,-0.57,0.14,2.28,0.174,8,"-3.938075314",0.216,0.402,"3.938075314",-0.042,-0.04200000000000001,-0.037,-0.034,34.3,"37.3",8.677438876642524,-0.29226123847264074,34.538713859777154,0.41422594142259417,39.27432669585051,30.67386527220769
191,682641,"Matos, Luis",411,46.5,0.173,0.202,0.153,0.375,0.231,0.26,0.222,18,104,88.5,12.4,2239,89.2,89.45,34,191,0,0.20000000000000284,6.47,107,152,117,147,301,322,291,"9.765","-9.765","72.1","7.3",104,90,7,6,0,5,14,13.5,0,0,2.42047,0.47895,0.42958,-0.1678,"91.9",151,36.666666666666664,6.666666666666667,5.769230769230769,5.76,0.4,0.03,2.34,0.173,6,"-5.112565445",0.222,0.393,"5.112565445",-0.049,-0.049000000000000016,-0.018,-0.029,17.8,"34.7",7.218795181581589,-5.660746337921768,27.032535619080647,0.5759162303664922,37.70896394258031,33.81911187382301
70,694728,"Matthews, Brice",153,45.8,0.172,0.31,0.143,0.483,0.273,0.333,0.221,5,29,90.2,15.7,2391,91.1,91.13,35,70,0,0,6.5,104,151,113,148,294,325,289,"2.085","-2.085","73.3","7.2",29,17,2,0,0,3,12,41.4,0,0,2.04971,0.747,0.56614,0.07986,"92.6",196,47.05882352941176,29.411764705882355,17.24137931034483,5.63,-0.84,0.17,2.38,0.172,5,"-2.978571429",0.221,0.581,"2.978571429",-0.049,-0.049000000000000016,-0.098,-0.06,50,"30.9",14.505964451708213,3.121635321892932,33.47234278881664,0.5,35.55419377042437,29.62799307383364
120,656582,"Joe, Connor",334,35.9,0.172,0.052,0.213,0.224,0.166,0.264,0.253,10,58,89.7,14.2,2329,89.1,89.1,25,120,0,0,6.35,108,152,123,147,299,321,290,"9.674","-9.674","72.3","7.3",60,47,7,3,0,0,13,21.7,0,0,2.34767,0.6215,0.40092,-0.02825,"92.4",167,39.130434782608695,4.3478260869565215,3.3333333333333335,5.69,-0.06,-0.1,2.48,0.167,2,"-8.061666667",0.249,0.372,"8.061666667",-0.081,-0.08199999999999999,-0.148,-0.098,20.8,"36.0",6.784620672065913,-6.786859063730799,30.55686923709117,0.45,36.782043579240955,32.9082396980128
